Country Name,Country Code,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Singapore,SGP,1702000,1750000,1795000,1842000,1887000,1934000,1978000,2012000,2043000,2075000,2113000,2152000,2193000,2230000,2263000,2293000,2325000,2354000,2384000,2414000,2533000,2647000,2681000,2732000,2736000,2733000,2775000,2846000,2931000,3047000,3135100,3230700,3313500,3419000,3524500,3670700,3796000,3927200,3958700,4027900,4138000,4176000,4114800,4166700,4265800,4401400,4588600,4839400,4987600,5076700,
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31240,31084,30519.39646,31189,32566,33791,35318,36936,38272,39464,40459,39133,37850.45822,
Slovak Republic,SVK,4198700,4245840,4287511,4325610,4361696,4396025,4428653,4460747,4493673,4528461,4587000,4619000,4654000,4700000,4739300,4814000,4881000,4945000,4979000,4984300,5054800,5091500,5127700,5161800,5192800,5233600,5251100,5276200,5297000,5283000,5283000,5306500,5324600,5347300,5363676,5373793,5383233,5390657,5395115,5388720,5378867,5379056,5379607,5382438,5387001,5391409,5397318,5406626,5418590,5433456,
Slovenia,SVN,1591992.48,1605376.48,1619813.28,1634926.08,1650400,1665982.08,1681481.28,1696768.48,1711776.48,1726500,1739182.72,1752561.92,1767019.52,1782797.92,1800000,1818791.04,1839398.72,1860901.6,1881834.88,1901200,1917500,1924900,1933100,1942800,1973200,1980700,1989500,2000000,1999400,1998100,2001700,1996600,1966800,1988900,1990000,1991000,1985956,1982600,1985500,1989000,1992000,1994000,1995699.877,1996999.91,2000474,2006868,2018122,2021316,2039669,2052821,
Solomon Islands,SLB,121598,125272,129071,132992,137041,141203,145503,150036,154925,160256,166067,172319,178926,185758,192719,199775,206940,214224,221651,229235,236984,244877,252860,260869,268862,276815,284761,292787,301012,309527,318371,327529,336960,346599,356404,366363,376511,386906,397627,408732,420232,432107,444344,456919,469805,483000,496490,510221,524125,538148,
Somalia,SOM,2884550,2952068,3022091,3094969,3170982,3254907,3347825,3442418,3528415,3601206,3646798,3673532,3725116,3860931,4117971,4521026,5042594,5603598,6093765,6435589,6597719,6608106,6521168,6419685,6363791,6372348,6426592,6504572,6570210,6599249,6585079,6543380,6498410,6484228,6524697,6628554,6786636,6982940,7193120,7399033,7596920,7791254,7981955,8170899,8359859,8547497,8733493,8922260,9119848,9330872,
South Africa,ZAF,17949961.6,18459441.6,18936137.6,19390553.6,19832000,20268593.6,20707257.6,21153721.6,21612521.6,22087000,22602372.67,23126275.71,23655907.71,24189836.67,24728000,25268094.27,25805575.23,26355319.23,26940792.51,27576000,28254654.59,28971838.59,29724003.71,30505360.83,31307880,32121290.43,32933080.51,33728497.79,34490548.99,35200000,35933107.76,36690738.76,37473796.4,38283222.67,39120000,40000246.95,40926063.04,41899682.78,42923484.53,44000000,44909738,45533292,46116494,46664771,47198469,47730946,48257282,48793022,49320150,49991300,
South Sudan,SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8079000,
Spain,ESP,30744000,31067000,31393000,31723000,32057000,32394000,32735000,33079000,33427000,33779000,34190000,34448000,34810000,35147000,35515000,35937000,36367000,36778000,37108000,37386000,37741000,37943000,38121000,38273000,38408000,38519000,38609000,38691000,38768000,38836000,38939050,39067750,39189400,39294950,39387000,39478150,39582400,39721100,39926250,40263200,40720450,41313950,42004500,42691650,43398150,44116441,44878945,45555716,45908594,46081574,
Sri Lanka,LKA,10248471,10480484,10717705,10962237,11215216,11477133,11746217,12018646,12289319,12554583,12812407,13063663,13311145,13559172,13810647,14066703,14325640,14584167,14837618,15082771,15317817,15544043,15765034,15986020,16210466,16439169,16669911,16899425,17123045,17337048,17542866,17740936,17925624,18089720,18229498,18340596,18428257,18510095,18610110,18745084,18921794,19134096,19369853,19610604,19842536,20062070,20272269,20473799,20669142,20859949,
St. Kitts and Nevis,KNA,50531.47009,50067.24449,49607.28367,49151.54845,48700,47915.10423,47142.85858,46383.05919,45635.50545,44900,44600,44400,44100,43800,43600,43300,43737,43803,43686,44400,44750,45093,44696,43668,42748,42602.4117,42457.31924,42312.72092,42168.61507,42025,41800,41585.14069,41380.27781,41185.27428,41000,40870,40740,40130,42260,44286,46111,46710,46710,48543,49173,49811,50455,51102,51752,52402,
St. Lucia,LCA,87800,89200,90600,92000,93400,94900,96400,97900,99400,101400,102800,104100,105600,107000,108400,109800,111300,112700,114100,115500,117400,119400,121100,122900,124800,126700,128500,130400,132200,134100,136000,137151,139908,142689,145437,147062,149666,151952,153703,155996,157897,159133,160620,162434,164791,166838,168338,170204.5601,172091.8169,174000,
St. Martin (French part),MAF,4453,4566,4656,4748,4841,4936,5033,5161,5303,5450,5601,5756,5915,6078,6291,6530,6778,7035,7303,7580,7868,8670,10547,12790,15392,18337,21628,24873,27676,30036,31821,32892,33238,33098,32712,32102,31304,30358,29305,28384,27782,27450,27363,27514,27906,28414,28905,29376,29820,30235,
St. Vincent and the Grenadines,VCT,82144,83207,84167,85076,85973,86863,87741,88623,89527,90465,91445,92463,93507,94556,95591,96609,97611,98590,99539,100450,101316,102135,102915,103669,104402,105123,105819,106465,107016,107449,107755,107950,108051,108089,108087,108049,107979,107907,107869,107891,107987,108150,108354,108566,108755,108918,109060,109178,109269,109333,
Sudan,SDN,11838481,12122336,12413677,12712917,13020968,13337849,13665390,14008556,14373705,14765539,15186224,15635185,16110926,16610652,17132264,17672864,18232567,18815461,19427400,20070866,20750557,21460487,22179726,22880132,23542778,24158258,24735638,25297277,25875596,26494169,27159893,27865979,28605664,29367076,30141147,30929107,31733750,32549326,33368681,34187729,35002234,35816110,36643433,37503647,38410320,39368726,40373635,41415151,42478309,43551941,
Suriname,SUR,298272,306474,314747,323298,332197,341643,351379,360486,367733,372297,373795,372648,369834,366767,364497,363386,363227,363818,364751,365749,366770,368027,369782,372398,376102,381012,386974,393605,400375,406890,413011,418828,424455,430102,435920,441896,447957,454124,460419,466846,473431,480132,486800,493236,499294,504913,510136,515066,519861,524636,
Swaziland,SWZ,357459,365645,373904,382477,391553,401184,411365,422152,433598,445735,458611,472236,486560,501509,517024,533202,550089,567534,585327,603385,621346,639383,658564,680341,705602,734925,767579,801540,833994,862947,887467,908158,926420,944404,963591,984632,1006824,1028708,1048174,1063832,1075083,1082777,1088724,1095487,1104909,1117604,1133007,1150344,1168345,1186056,
Sweden,SWE,7520000,7562000,7604000,7661000,7734000,7808000,7868000,7914000,7968000,8043000,8098000,8122000,8137000,8161000,8193000,8222000,8252000,8276000,8294000,8310000,8320000,8325000,8331000,8337000,8350000,8370000,8399000,8436000,8493000,8559000,8617400,8668000,8718600,8780700,8831000,8843000,8849437,8851800,8857400,8869000,8894000,8924000,8956000,8991994,9024040,9080505,9148092,9219637,9298515,9379116,
Switzerland,CHE,5434000,5574000,5694000,5789000,5856000,5918000,5992000,6068000,6136000,6267000,6324000,6385000,6431000,6443000,6405000,6346000,6327000,6337000,6351000,6319000,6354000,6391000,6419000,6442000,6470000,6504000,6545000,6569000,6647000,6712000,6800000,6875000,6938000,6994000,7041000,7074000,7088000,7110000,7140000,7184222.2,7229807.969,7284694.878,7338957.415,7389581.082,7437115,7483934,7551117,7647675,7743831,7825243,
Syrian Arab Republic,SYR,4716875,4872506,5034188,5202606,5378287,5561371,5751807,5949690,6155081,6368017,6588936,6817940,7054361,7297254,7546139,7800152,8059995,8328592,8609920,8906543,9219690,9547693,9886629,10230958,10576592,10921760,11267240,11614542,11966274,12324116,12690183,13063423,13438799,13809349,14171130,14518843,14856464,15200324,15572833,15988534,16454926,16962918,17490104,18004797,18484122,18860939.31,19245438.42,19637775.93,20038111.63,20446608.57,
Tajikistan,TJK,2160358,2245098,2334221,2424189,2512493,2598074,2681780,2765317,2851284,2941501,3036693,3136061,3238090,3340561,3441990,3541938,3641296,3741547,3844809,3952691,4064671,4180321,4301334,4429847,4566786,4713454,4867754,5023022,5170285,5303152,5418785,5519021,5607922,5691845,5775404,5860334,5945181,6027676,6104268,6172807,6232587,6285809,6336724,6391120,6453240,6524634,6604426,6691416,6783390,6878637,
Tanzania,TZA,10373274,10683638,11005471,11338515,11682835,12038154,12405300,12786751,13185749,13604523,14044480,14504837,14982938,15474884,15977990,16491445,17016577,17555450,18111097,18685789,19281182,19897071,20531760,21182600,21848290,22525148,23215060,23928658,24680404,25478979,26331511,27230502,28152305,29064223,29943732,30783155,31592450,32388671,33197305,34038161,34917073,35832494,36788281,37786946,38831024,39923609,41068185,42267667,43524738,44841226,
Thailand,THA,28149653,29016942,29913729,30839333,31792743,32771644,33774026,34799247,35846930,36915397,38004462,39109571,40219377,41319380,42398941,43453204,44483729,45494423,46492281,47482643,48460289,49422519,50379788,51346204,52328663,53339762,54368583,55370526,56284973,57072058,57711519,58225969,58671177,59126690,59650157,60258113,60933752,61660383,62408639,63155029,63898879,64642931,65370277,66060383,66698483,67276383,67796451,68267982,68706122,69122234,
Timor-Leste,TLS,508499,517698,527284,537278,547681,558110,568440,579184,591068,604382,620126,637590,653351,662785,662962,652072,632134,608743,589744,580707,583764,597067,617347,639513,659846,677073,692306,706986,723453,743145,767267,794561,821141,841687,852817,852280,842341,829617,823386,830089,852522,888099,931324,974024,1010367,1038572,1060770,1079749,1099887,1124355,
Togo,TGO,1593657,1607735,1625493,1654451,1699541,1763332,1843004,1931480,2018669,2097273,2165335,2225052,2278418,2328971,2379649,2430120,2480291,2533721,2594914,2666921,2751151,2846305,2949279,3055479,3161327,3266857,3372562,3475964,3574135,3665509,3747750,3822591,3897510,3982804,4085492,4208738,4349349,4500173,4650754,4793504,4926142,5050919,5170252,5288273,5408044,5529908,5652811,5776837,5901859,6027798,
Tonga,TON,63741,66257,69001,71758,74364,76787,79049,81096,82879,84369,85518,86347,86982,87606,88343,89252,90290,91354,92292,92999,93443,93673,93766,93829,93944,94139,94392,94674,94938,95150,95305,95426,95541,95691,95907,96196,96551,96966,97431,97935,98476,99053,99659,100286,100926,101584,102254,102910,103519,104058,
Trinidad and Tobago,TTO,856289,866959,875083,883421,893922,907340,922942,939413,954771,967658,977679,985548,992348,999650,1008617,1019403,1031694,1045600,1061140,1078200,1097067,1117461,1138006,1156858,1172735,1185012,1194138,1201224,1207942,1215494,1224233,1233753,1243590,1253000,1261443,1268851,1275460,1281396,1286871,1292058,1296962,1301576,1306065,1310622,1315386,1320418,1325672,1331040,1336349,1341465,
Tunisia,TUN,4277371.2,4350811.2,4436643.2,4530835.2,4630000,4731395.2,4832923.2,4933131.2,5031211.2,5127000,5208153.998,5294324.886,5388708.886,5493721.998,5611000,5742338.599,5889693.433,6049539.154,6215689.889,6384000,6555184.538,6729178.331,6905135.989,7042550.14,7260360.969,7492632.579,7684751.364,7857618.981,7958694.4,8154400,8318200,8489900,8657400,8815400,8957500,9089300,9215000,9333300,9455900,9563500,9673600,9781900,9839800,9932400,10029000,10127900,10225100,10328900,10439600,10549100,
Turkey,TUR,28894367,29633591,30373939,31109820,31837999,32556294,33267998,33982141,34711167,35464196,36245756,37054168,37884870,38730367,39585821,40446729,41316297,42206204,43132612,44105216,45130008,46198027,47285732,48360679,49399630,50393538,51349154,52278499,53200802,54130268,55068880,56012109,56959988,57911273,58864649,59821978,60783217,61742674,62692616,63627862,64544914,65446165,66339433,67235927,68143186,69063538,69992754,70923730,71846212,72752325,
Turkmenistan,TKM,1649914,1708711,1769008,1829697,1890000,1949425,2008148,2066889,2126749,2188499,2252386,2318070,2385039,2452528,2520002,2587417,2655036,2723006,2791575,2861000,2931343,3002785,3075867,3151262,3229499,3310059,3392823,3479088,3570558,3668000,3772350,3881973,3991917,4095512,4188010,4267690,4335991,4395293,4449427,4501419,4551737,4600093,4647912,4696771,4747839,4801847,4858843,4918396,4979672,5041995,
Turks and Caicos Islands,TCA,5760,5762,5741,5705,5669,5629,5589,5563,5573,5632,5750,5924,6132,6346,6546,6723,6886,7057,7262,7525,7855,8244,8670,9096,9501,9872,10222,10587,11018,11549,12216,13005,13848,14644,15333,15859,16275,16763,17573,18873,20728,23044,25625,28191,30531,32590,34404,35960,37271,38354,
Tuvalu,TUV,6242,6391,6542,6687,6819,6935,7037,7128,7213,7296,7379,7459,7538,7613,7685,7752,7816,7883,7959,8051,8160,8284,8413,8537,8648,8741,8821,8889,8949,9004,9056,9103,9148,9188,9227,9264,9298,9334,9374,9419,9471,9530,9590,9646,9694,9732,9762,9786,9806,9827,
Uganda,UGA,7006823,7240764,7488366,7746988,8014352,8290837,8576166,8866641,9157569,9445932,9730174,10012125,10296444,10589763,10897136,11221247,11561734,11917048,12284315,12662131,13049012,13447769,13866291,14315090,14801113,15327718,15891143,16482365,17088426,17699717,18314701,18935726,19561967,20193432,20831075,21473592,22123185,22788843,23482533,24213120,24984181,25794397,26641627,27521632,28431204,29370251,30339895,31339392,32367909,33424683,
Ukraine,UKR,43316039,43847188,44368350,44868657,45340503,45779461,46187918,46573376,46947038,47316501,47685533,48050256,48401549,48726373,49015998,49266997,49484239,49677426,49860466,50043550,50221000,50384000,50564000,50754000,50917000,51097000,51293000,51521000,51773000,51892000,52000469.74,52150265.73,52179209.7,51921041.29,51512298.61,51057188.98,50594105.02,50143939.13,49673349.99,49175847.64,48683864.58,48202500,47812950,47451600,47105150,46787750,46509350,46258200,46053300,45870700,
United Arab Emirates,ARE,97936,108927,121678,134478,146387,156934,167420,180858,201308,231754,272529,322868,383152,453530,533554,624390,724684,828378,927412,1016228,1092153,1157336,1217021,1279010,1349000,1428788,1516782,1611257,1709232,1808642,1909812,2014095,2121704,2232980,2348539,2473983,2611610,2755497,2897038,3033491,3149440,3254691,3400959,3658042,4069349,4662728,5405541,6206623,6938815,7511690,
United Kingdom,GBR,52807000,53292000,53625000,53991000,54350000,54643000,54959000,55214000,55461000,55632000,55928000,56097000,56223000,56236000,56226000,56211969,56193493,56196504,56246952,56314217,56333829,56313642,56332849,56422072,56550269,56681397,56802051,56928327,57076712,57247586,57424897,57580403,57718614,57865745,58019030,58166950,58316955,58487141,58682466,58892514,59107960,59325809,59566259,59867866,60224307,60595632,60986649,61393521,61801570,62218761,
United States,USA,183691000,186538000,189242000,191889000,194303000,196560000,198712000,200706000,202677000,205052000,207661000,209896000,211909000,213854000,215973000,218035000,220239000,222585000,225055000,227225000,229466000,231664000,233792000,235825000,237924000,240133000,242289000,244499000,246819000,249623000,252981000,256514000,259919000,263126000,266278000,269394000,272657000,275854000,279040000,282172000,285082000,287804000,290326000,293046000,295753000,298593000,301580000,304375000,307007000,309050816,
Uruguay,URY,2571134,2603317,2634538,2664775,2693906,2722232,2749441,2774109,2794374,2809117,2817577,2820734,2821367,2823326,2829391,2840601,2856206,2874998,2894983,2914683,2933904,2953118,2972284,2991478,3010766,3029948,3048955,3068166,3088110,3109122,3131140,3153857,3177035,3200342,3223401,3235549,3256181.753,3273776.897,3288819.058,3300847.408,3308356.425,3308526.676,3303539.568,3301732,3305723,3314466,3323906,3334052,3344938,3356584,
Uzbekistan,UZB,8871244,9201176,9542785,9888629,10233502,10574321,10912708,11253870,11605561,11972994,12358535,12759275,13168838,13578159,13980997,14374729,14762133,15148932,15543520,15951899,16375762,16812955,17260951,17715706,18174143,18634041,19095670,19561181,20033912,20510000,20952000,21449000,21942000,22377000,22785000,23225000,23667000,24051000,24400000,24650000,24967000,25271800,25567700,25864386,26167369,26485800,26867800,27313700,27767100,28160361.37,
Vanuatu,VUT,65709,67806,69962,72131,74287,76410,78520,80672,82945,85393,88029,90831,93768,96799,99886,103031,106231,109436,112587,115641,118584,121438,124252,127097,130030,133041,136129,139368,142852,146636,150791,155270,159857,164254,168263,171783,174921,177946,181239,185074,189544,194555,199968,205561,211170,216760,222377,228041,233790,239651,
"Venezuela, RB",VEN,7852680,8150542,8453781,8759890,9067485,9375646,9686071,10003238,10333268,10680678,11045959,11428022,11827681,12245478,12681017,13135849,13607958,14088961,14567680,15036273,15570222.4,16047654.4,16522182.4,16993078.4,17460000,17922990.4,18382478.4,18839278.4,19294590.4,19750000,20197000,20659000,21121000,21583000,22043000,22502000,22959000,23413000,23867000,24311000,24765000,25220000,25674000,26127000,26577000,27031000,27483000,27935000,28384000,28834000,
Vietnam,VNM,35427715.2,36123019.2,36836299.2,37573875.2,38341000,39141859.2,39979571.2,40856187.2,41772691.2,42729000,43724507.2,44758083.2,45824811.2,46917619.2,48030000,49157643.2,50295171.2,51436139.2,52573579.2,53700000,54722337.49,55686897.34,56654801.83,57691661.43,58868000,60249000,61750000,63263000,64774000,66016700,67242400,68450100,69644500,70824500,71995500,73156700,74306900,75456300,76596700,77630900,78621000,79538700,80468400,81437700,82393500,83313000,84221100,85122300,86024600,86936464.42,
Virgin Islands (U.S.),VIR,34100,36300,38700,41300,44000,47300,50800,54600,58600,63000,71000,76000,84000,90000,94000,96000,93000,96000,96000,97000,98000,102000,104000,108000,107000,106500,106000,104500,103000,103963,104807,105711,106577,107317,107817,108093,108355,108535,108596,108639,108747,108923,109148,109354,109600,109764,109821,109840,109825,109775,
West Bank and Gaza,PSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978248.403,2068845.126,2163590.854,2262675.6,2366298.073,2474666.086,2587996.968,2706518,2802299.017,2901469.63,3004149.794,3110463.708,3220539.967,3334511.718,3452516.816,3574697.999,3701203.055,3832185,3937309,4043218,4152102,
"Yemen, Rep.",YEM,5214688,5317095,5422115,5527652,5632206,5737000,5842868,5947698,6048704,6144992,6235264,6323380,6419984,6539217,6691425,6880620,7104782,7360655,7642329,7945180,8270681,8620116,8988432,9369068,9758220,10149222,10544972,10962489,11425336,11948209,12540234,13190192,13867656,14530275,15148172,15710211,16226938,16716850,17208494,17723186,18266008,18831819,19419710,20026117,20648643,21288070,21946990,22626595,23328214,24052514,
Zambia,ZMB,3134831,3229329,3328063,3430747,3537265,3647470,3761707,3880914,4006340,4138837,4278863,4426079,4579560,4737942,4900255,5066012,5235519,5409528,5589172,5775165,5967511,6165560,6368542,6575403,6785211,6998307,7214499,7431752,7647450,7860053,8067972,8272498,8478471,8692599,8919456,9161931,9418120,9682058,9945115,10201562,10449825,10693471,10938261,11192422,11462365,11750105,12055384,12379612,12723746,12926409,
Zimbabwe,ZWE,3876616,4006236,4140773,4279524,4422087,4568266,4718550,4874043,5036244,5206229,5385233,5573154,5768190,5967705,6170260,6374197,6581329,6797807,7032001,7289463,7571447,7874642,8194203,8523090,8855279,9189169,9523376,9852244,10169188,10469202,10748215,11005690,11244552,11469872,11684693,11891290,12086519,12261742,12405236,12509477,12575015,12607791,12612956,12597877,12570686,12529655,12481245,12451543,12473992,12571454,
